age,gender,height,weight,goal,focus,limitations,intensity,duration,plan_template_id
55,Female,160.2,99.7,keep_fit,chest,none,low,30,keep_fit_low_impact
16,Female,163.6,71.5,lose_weight,legs,none,low,20,kids_active_play_safe
26,Male,160.9,115.5,lose_weight,arms,joints,low,10,fat_loss_low_impact
73,Male,184.3,115.4,keep_fit,legs,none,high,45,keep_fit_endurance
56,Male,190.5,83.7,gain_mass,arms,joints,low,10,muscle_low_impact
19,Male,160.4,93.6,gain_mass,abs,none,low,15,muscle_low_impact
19,Female,175.7,93.9,keep_fit,full,none,high,20,keep_fit_endurance
52,Female,153.3,115.5,lose_weight,chest,none,low,20,fat_loss_low_impact
35,Male,179.4,133.6,keep_fit,abs,none,high,30,keep_fit_endurance
58,Female,163.5,56.6,lose_weight,abs,none,normal,20,fat_loss_general
17,Female,166.0,84.0,keep_fit,full,none,high,15,kids_active_play_safe
26,Female,166.2,96.3,lose_weight,chest,none,high,15,fat_loss_general
67,Female,153.4,101.3,lose_weight,abs,none,high,20,fat_loss_general
75,Female,159.6,97.6,keep_fit,legs,none,normal,60,keep_fit_endurance
55,Female,175.4,95.3,lose_weight,legs,none,low,20,fat_loss_low_impact
69,Female,156.0,95.9,gain_mass,full,none,normal,10,muscle_home_basic
74,Female,169.6,50.5,gain_mass,abs,none,low,45,muscle_low_impact
62,Female,182.4,92.1,lose_weight,abs,none,normal,10,fat_loss_general
44,Male,162.7,96.2,lose_weight,arms,none,high,20,fat_loss_general
20,Male,173.2,58.1,gain_mass,chest,none,normal,15,muscle_home_basic
33,Male,160.4,70.4,gain_mass,chest,none,high,60,muscle_gym_progressive
47,Male,196.8,122.0,gain_mass,chest,joints,normal,20,muscle_low_impact
23,Female,158.5,117.3,keep_fit,legs,none,normal,60,keep_fit_endurance
48,Male,170.1,62.4,gain_mass,arms,none,high,60,muscle_gym_progressive
28,Female,156.5,74.7,lose_weight,abs,joints,normal,60,fat_loss_low_impact
41,Male,184.3,127.2,gain_mass,arms,joints,high,15,muscle_low_impact
33,Female,159.4,66.8,keep_fit,abs,none,high,30,keep_fit_endurance
65,Female,174.1,78.4,gain_mass,full,none,low,20,muscle_low_impact
43,Female,166.7,59.5,keep_fit,abs,none,normal,15,keep_fit_balanced
38,Female,179.5,96.8,gain_mass,chest,joints,low,15,muscle_low_impact
23,Male,190.0,90.2,keep_fit,abs,joints,normal,30,keep_fit_low_impact
42,Female,151.0,79.1,gain_mass,legs,none,low,15,muscle_low_impact
72,Female,171.9,102.4,gain_mass,arms,none,normal,15,muscle_home_basic
49,Male,199.7,121.8,gain_mass,arms,none,high,45,muscle_gym_progressive
79,Male,189.3,91.5,keep_fit,arms,none,low,30,keep_fit_low_impact
51,Female,160.3,94.5,lose_weight,legs,none,high,10,fat_loss_cardio_focus
74,Male,173.7,53.8,gain_mass,abs,none,low,45,muscle_low_impact
58,Female,156.0,118.4,lose_weight,chest,none,low,45,fat_loss_low_impact
80,Male,184.3,82.8,lose_weight,chest,none,high,60,fat_loss_general
24,Male,191.2,89.6,lose_weight,full,none,low,30,fat_loss_low_impact
25,Male,166.4,98.3,gain_mass,full,none,low,15,muscle_low_impact
16,Male,197.7,118.4,keep_fit,abs,none,high,30,kids_active_play_safe
57,Male,173.8,93.5,lose_weight,abs,joints,low,30,fat_loss_low_impact
17,Male,164.2,112.0,keep_fit,full,none,normal,45,kids_active_play_safe
53,Female,165.3,112.4,gain_mass,arms,none,high,15,muscle_gym_progressive
57,Male,193.7,100.6,gain_mass,full,none,high,15,muscle_gym_progressive
37,Female,165.1,77.0,gain_mass,abs,none,normal,45,muscle_home_basic
18,Female,177.5,85.1,lose_weight,chest,joints,high,10,fat_loss_low_impact
57,Female,156.5,53.1,gain_mass,arms,none,normal,10,muscle_home_basic
60,Female,161.0,71.7,gain_mass,chest,joints,high,60,muscle_low_impact
43,Male,171.8,66.3,keep_fit,full,none,high,30,keep_fit_endurance
49,Female,168.4,88.1,keep_fit,arms,none,high,60,keep_fit_endurance
67,Male,184.5,85.0,keep_fit,full,none,high,20,keep_fit_endurance
52,Female,179.5,73.3,keep_fit,full,none,normal,10,keep_fit_balanced
79,Male,177.6,74.7,lose_weight,abs,none,high,15,fat_loss_general
28,Female,170.7,75.7,keep_fit,full,none,high,10,keep_fit_endurance
61,Female,164.1,90.7,lose_weight,abs,joints,high,60,fat_loss_low_impact
66,Female,175.9,83.6,lose_weight,abs,none,low,10,fat_loss_low_impact
18,Male,191.8,131.0,lose_weight,arms,none,low,45,fat_loss_low_impact
54,Male,192.4,100.7,lose_weight,full,none,normal,20,fat_loss_general
30,Female,156.2,110.0,lose_weight,legs,none,high,10,fat_loss_cardio_focus
66,Female,184.7,78.9,keep_fit,arms,none,low,45,keep_fit_low_impact
47,Male,167.6,54.0,lose_weight,chest,none,low,30,fat_loss_low_impact
60,Female,162.0,69.3,keep_fit,chest,none,low,60,keep_fit_low_impact
76,Male,160.3,54.6,keep_fit,arms,none,low,60,keep_fit_low_impact
22,Female,179.1,84.9,keep_fit,arms,joints,normal,60,keep_fit_low_impact
80,Female,180.0,50.9,lose_weight,chest,none,normal,10,fat_loss_general
19,Female,159.7,89.4,keep_fit,legs,none,low,10,keep_fit_low_impact
57,Female,179.5,116.3,lose_weight,abs,none,normal,60,fat_loss_general
18,Female,179.6,98.1,lose_weight,legs,joints,high,45,fat_loss_low_impact
19,Male,197.2,56.8,keep_fit,legs,none,low,60,keep_fit_low_impact
39,Male,172.3,92.8,keep_fit,abs,joints,normal,15,keep_fit_low_impact
33,Male,169.8,96.8,gain_mass,arms,joints,high,15,muscle_low_impact
59,Female,174.4,115.5,keep_fit,chest,none,normal,10,keep_fit_balanced
63,Female,171.8,54.0,gain_mass,abs,joints,low,60,muscle_low_impact
65,Male,179.6,115.1,gain_mass,legs,none,low,30,muscle_low_impact
26,Female,182.0,62.0,keep_fit,abs,none,normal,15,keep_fit_balanced
14,Male,178.1,104.4,lose_weight,arms,none,normal,60,kids_active_play_safe
66,Male,192.1,108.5,keep_fit,arms,joints,normal,15,keep_fit_low_impact
75,Female,182.4,101.5,gain_mass,full,none,low,15,muscle_low_impact
30,Male,171.4,96.2,gain_mass,legs,none,high,60,muscle_gym_progressive
21,Male,170.1,123.5,keep_fit,legs,none,normal,10,keep_fit_balanced
56,Male,171.9,128.5,gain_mass,abs,none,high,30,muscle_gym_progressive
73,Male,178.3,106.0,lose_weight,full,none,low,20,fat_loss_low_impact
77,Female,163.2,88.9,lose_weight,chest,none,high,45,fat_loss_general
49,Male,163.3,104.9,gain_mass,chest,none,low,15,muscle_low_impact
58,Female,184.7,76.5,gain_mass,chest,none,low,20,muscle_low_impact
33,Male,181.8,91.9,keep_fit,abs,joints,high,10,keep_fit_low_impact
36,Male,165.8,78.6,lose_weight,abs,none,high,15,fat_loss_general
49,Male,175.0,108.1,keep_fit,chest,none,low,60,keep_fit_low_impact
58,Male,198.2,54.3,gain_mass,arms,joints,high,45,muscle_low_impact
79,Male,163.2,106.3,lose_weight,full,none,normal,45,fat_loss_general
73,Female,164.8,97.9,keep_fit,legs,none,low,15,keep_fit_low_impact
52,Female,151.5,83.7,keep_fit,arms,none,normal,15,keep_fit_balanced
34,Male,161.8,87.0,keep_fit,abs,none,normal,20,keep_fit_balanced
35,Male,163.2,63.8,keep_fit,abs,joints,low,20,keep_fit_low_impact
52,Female,176.2,87.1,keep_fit,chest,none,low,20,keep_fit_low_impact
71,Male,169.1,119.8,keep_fit,arms,joints,normal,30,keep_fit_low_impact
23,Male,176.1,88.8,keep_fit,arms,joints,high,60,keep_fit_low_impact
38,Female,172.7,84.8,gain_mass,chest,none,high,20,muscle_gym_progressive
18,Male,161.0,114.8,gain_mass,arms,none,normal,20,muscle_home_basic
62,Male,187.5,103.7,keep_fit,legs,none,normal,20,keep_fit_balanced
17,Male,170.5,101.6,gain_mass,full,none,normal,60,kids_active_play_safe
31,Female,175.1,100.4,keep_fit,full,none,normal,30,keep_fit_balanced
36,Female,166.6,66.1,keep_fit,chest,none,high,10,keep_fit_endurance
74,Female,180.0,103.5,gain_mass,legs,none,high,20,muscle_gym_progressive
70,Female,174.5,61.2,lose_weight,legs,none,low,30,fat_loss_low_impact
19,Male,183.7,90.1,lose_weight,arms,none,high,15,fat_loss_general
15,Male,182.3,139.4,keep_fit,arms,none,low,45,kids_active_play_safe
76,Male,168.8,114.6,gain_mass,full,none,high,45,muscle_gym_progressive
29,Male,171.3,97.7,lose_weight,chest,none,low,15,fat_loss_low_impact
36,Male,167.1,76.9,lose_weight,legs,none,high,60,fat_loss_cardio_focus
31,Male,187.6,121.5,lose_weight,full,none,low,45,fat_loss_low_impact
80,Male,187.3,126.0,gain_mass,abs,none,low,45,muscle_low_impact
66,Male,160.4,87.0,lose_weight,legs,none,low,10,fat_loss_low_impact
67,Female,164.9,60.2,keep_fit,full,none,normal,60,keep_fit_endurance
69,Male,163.5,103.0,gain_mass,abs,none,normal,30,muscle_home_basic
48,Male,161.5,110.0,lose_weight,legs,joints,normal,10,fat_loss_low_impact
65,Male,191.4,77.0,lose_weight,chest,none,high,20,fat_loss_general
31,Male,176.2,127.2,keep_fit,arms,none,normal,45,keep_fit_endurance
23,Female,170.3,119.1,lose_weight,abs,none,normal,15,fat_loss_general
64,Male,167.3,95.5,gain_mass,full,none,normal,30,muscle_home_basic
37,Female,157.7,76.5,keep_fit,full,joints,normal,20,keep_fit_low_impact
17,Male,165.5,86.6,gain_mass,chest,none,normal,60,kids_active_play_safe
46,Female,160.0,113.0,gain_mass,legs,none,high,45,muscle_gym_progressive
14,Female,159.9,95.7,gain_mass,arms,joints,normal,10,kids_active_play_safe
19,Female,153.3,111.9,gain_mass,chest,none,normal,45,muscle_home_basic
34,Male,182.8,57.2,lose_weight,arms,none,low,15,fat_loss_low_impact
19,Female,153.0,76.6,lose_weight,legs,none,low,20,fat_loss_low_impact
75,Male,175.9,106.2,lose_weight,legs,none,normal,20,fat_loss_general
22,Female,181.2,102.5,gain_mass,chest,none,low,45,muscle_low_impact
30,Female,165.0,61.7,lose_weight,arms,none,normal,45,fat_loss_general
44,Male,178.3,100.8,lose_weight,arms,none,normal,60,fat_loss_general
20,Female,184.5,104.1,keep_fit,chest,none,low,30,keep_fit_low_impact
55,Female,158.8,84.5,gain_mass,full,none,high,20,muscle_gym_progressive
16,Male,169.8,123.8,lose_weight,legs,none,low,45,kids_active_play_safe
61,Male,160.8,93.1,lose_weight,arms,none,high,15,fat_loss_general
66,Male,187.2,62.5,keep_fit,abs,joints,normal,30,keep_fit_low_impact
32,Male,171.1,63.2,lose_weight,chest,none,normal,15,fat_loss_general
27,Female,156.0,61.4,gain_mass,abs,joints,high,15,muscle_low_impact
53,Male,195.6,73.2,keep_fit,arms,none,high,10,keep_fit_endurance
71,Female,166.0,92.9,keep_fit,abs,none,normal,30,keep_fit_balanced
60,Female,165.9,90.6,keep_fit,legs,joints,normal,15,keep_fit_low_impact
77,Male,187.5,120.6,gain_mass,abs,none,high,30,muscle_gym_progressive
37,Male,170.0,125.8,lose_weight,full,none,low,10,fat_loss_low_impact
18,Male,169.1,85.7,keep_fit,legs,joints,low,60,keep_fit_low_impact
35,Female,153.5,63.2,keep_fit,chest,joints,high,30,keep_fit_low_impact
16,Female,172.6,88.4,lose_weight,full,joints,normal,45,kids_active_play_safe
35,Male,162.5,115.5,gain_mass,arms,none,low,10,muscle_low_impact
70,Female,157.2,117.7,lose_weight,abs,joints,high,45,fat_loss_low_impact
65,Female,179.0,118.0,lose_weight,full,joints,normal,60,fat_loss_low_impact
61,Male,174.9,71.1,lose_weight,chest,none,normal,45,fat_loss_general
38,Male,162.2,75.9,lose_weight,chest,none,high,10,fat_loss_general
19,Female,158.1,96.5,lose_weight,arms,none,normal,20,fat_loss_general
49,Male,184.7,106.8,gain_mass,full,none,normal,60,muscle_home_basic
70,Male,171.3,65.4,gain_mass,abs,joints,high,30,muscle_low_impact
29,Female,166.9,94.9,gain_mass,arms,none,high,15,muscle_gym_progressive
61,Female,170.5,111.4,keep_fit,full,none,normal,20,keep_fit_balanced
56,Male,165.9,100.8,lose_weight,legs,none,high,15,fat_loss_cardio_focus
14,Female,172.3,54.9,lose_weight,full,none,normal,30,kids_active_play_safe
67,Male,178.2,51.0,gain_mass,arms,none,high,45,muscle_gym_progressive
19,Male,199.2,82.1,lose_weight,abs,joints,normal,20,fat_loss_low_impact
20,Male,177.9,103.9,keep_fit,legs,joints,low,45,keep_fit_low_impact
51,Female,158.1,94.8,gain_mass,full,joints,low,10,muscle_low_impact
59,Male,177.4,76.6,gain_mass,chest,none,low,20,muscle_low_impact
69,Female,173.6,104.4,gain_mass,legs,joints,normal,45,muscle_low_impact
67,Female,182.4,66.5,keep_fit,full,none,high,15,keep_fit_endurance
50,Male,195.2,104.2,keep_fit,legs,none,high,30,keep_fit_endurance
61,Male,168.9,109.5,lose_weight,abs,joints,normal,15,fat_loss_low_impact
69,Female,156.9,109.5,keep_fit,abs,joints,high,20,keep_fit_low_impact
77,Male,187.3,99.6,lose_weight,abs,none,low,10,fat_loss_low_impact
45,Male,193.3,96.0,gain_mass,arms,none,low,15,muscle_low_impact
60,Male,173.6,72.1,gain_mass,legs,none,low,30,muscle_low_impact
63,Male,196.5,70.6,keep_fit,arms,joints,normal,30,keep_fit_low_impact
71,Male,175.5,117.1,gain_mass,chest,joints,low,15,muscle_low_impact
73,Female,158.3,89.9,keep_fit,abs,none,normal,45,keep_fit_endurance
25,Female,160.5,117.3,keep_fit,chest,none,high,20,keep_fit_endurance
47,Male,162.7,116.2,gain_mass,chest,none,normal,15,muscle_home_basic
37,Female,170.9,57.6,gain_mass,abs,none,low,30,muscle_low_impact
51,Male,176.0,57.5,keep_fit,abs,none,high,45,keep_fit_endurance
48,Male,171.1,108.8,lose_weight,legs,joints,high,20,fat_loss_low_impact
26,Male,185.1,133.0,lose_weight,full,none,low,15,fat_loss_low_impact
72,Male,165.2,69.2,keep_fit,full,none,normal,10,keep_fit_balanced
19,Male,193.1,93.3,gain_mass,full,none,low,60,muscle_low_impact
17,Male,161.7,138.6,gain_mass,legs,none,high,45,kids_active_play_safe
80,Male,166.4,55.9,lose_weight,full,none,low,10,fat_loss_low_impact
80,Female,180.0,58.3,gain_mass,arms,none,high,60,muscle_gym_progressive
63,Female,155.1,54.6,lose_weight,full,joints,high,60,fat_loss_low_impact
56,Male,187.1,126.9,lose_weight,legs,none,high,10,fat_loss_cardio_focus
77,Male,169.0,136.5,gain_mass,legs,none,normal,45,muscle_home_basic
71,Male,180.2,131.7,keep_fit,arms,none,low,45,keep_fit_low_impact
39,Female,168.6,93.8,keep_fit,full,none,high,45,keep_fit_endurance
30,Female,183.4,77.5,lose_weight,chest,none,normal,20,fat_loss_general
21,Male,169.0,90.2,lose_weight,abs,none,normal,60,fat_loss_general
42,Male,178.7,132.7,gain_mass,abs,none,high,30,muscle_gym_progressive
35,Female,178.5,79.0,keep_fit,abs,none,normal,20,keep_fit_balanced
49,Female,152.0,108.3,gain_mass,arms,none,low,15,muscle_low_impact
17,Female,177.5,65.7,keep_fit,full,none,normal,60,kids_active_play_safe
56,Male,177.0,60.1,gain_mass,arms,none,normal,45,muscle_home_basic
23,Female,164.4,97.1,gain_mass,full,none,normal,10,muscle_home_basic
76,Male,192.9,100.6,gain_mass,legs,none,normal,45,muscle_home_basic
37,Female,151.4,68.1,lose_weight,arms,joints,high,20,fat_loss_low_impact
64,Male,191.1,119.7,gain_mass,abs,joints,high,60,muscle_low_impact
57,Female,184.5,119.8,lose_weight,arms,joints,low,15,fat_loss_low_impact
79,Male,177.7,89.4,lose_weight,chest,none,low,45,fat_loss_low_impact
58,Male,161.3,119.8,gain_mass,legs,joints,low,60,muscle_low_impact
74,Male,160.4,78.5,keep_fit,abs,none,low,20,keep_fit_low_impact
80,Male,162.8,128.0,keep_fit,legs,none,normal,30,keep_fit_balanced
25,Female,179.5,63.7,gain_mass,abs,none,normal,60,muscle_home_basic
56,Female,176.6,117.0,gain_mass,legs,joints,low,30,muscle_low_impact
78,Female,154.5,57.0,keep_fit,arms,none,high,30,keep_fit_endurance
36,Female,182.4,45.1,keep_fit,chest,none,normal,20,keep_fit_balanced
44,Male,174.1,69.2,keep_fit,chest,none,low,10,keep_fit_low_impact
43,Female,155.1,111.2,keep_fit,chest,none,normal,20,keep_fit_balanced
59,Male,182.0,103.9,keep_fit,chest,none,low,10,keep_fit_low_impact
34,Male,176.8,86.1,gain_mass,full,none,high,20,muscle_gym_progressive
44,Female,151.2,99.6,gain_mass,legs,none,low,60,muscle_low_impact
68,Male,196.3,93.6,gain_mass,arms,joints,low,15,muscle_low_impact
55,Male,185.2,86.3,keep_fit,arms,none,high,45,keep_fit_endurance
78,Female,153.4,52.6,lose_weight,abs,none,high,30,fat_loss_general
58,Male,172.9,134.3,lose_weight,abs,joints,normal,45,fat_loss_low_impact
17,Female,181.9,103.3,keep_fit,abs,none,normal,45,kids_active_play_safe
61,Female,165.7,70.4,lose_weight,chest,none,low,30,fat_loss_low_impact
28,Female,172.1,93.9,keep_fit,full,joints,low,60,keep_fit_low_impact
68,Male,199.5,97.5,lose_weight,abs,joints,normal,10,fat_loss_low_impact
77,Female,164.9,76.7,keep_fit,arms,none,normal,45,keep_fit_endurance
47,Female,158.1,96.9,gain_mass,arms,joints,normal,15,muscle_low_impact
58,Male,188.8,77.1,gain_mass,abs,none,high,20,muscle_gym_progressive
20,Male,161.1,56.1,keep_fit,legs,none,low,45,keep_fit_low_impact
65,Male,162.5,73.0,keep_fit,arms,none,normal,45,keep_fit_endurance
47,Male,183.2,101.8,gain_mass,arms,none,high,45,muscle_gym_progressive
39,Male,170.2,96.8,keep_fit,arms,none,low,15,keep_fit_low_impact
44,Female,173.2,91.6,lose_weight,legs,none,high,10,fat_loss_cardio_focus
69,Female,152.8,64.6,gain_mass,arms,joints,low,30,muscle_low_impact
26,Female,166.3,80.7,lose_weight,chest,none,normal,45,fat_loss_general
57,Male,192.0,54.5,keep_fit,legs,none,normal,60,keep_fit_endurance
39,Female,176.7,71.5,gain_mass,full,none,low,10,muscle_low_impact
52,Male,172.4,118.5,lose_weight,full,none,low,45,fat_loss_low_impact
44,Female,181.6,95.1,keep_fit,full,none,high,10,keep_fit_endurance
46,Female,175.8,70.7,lose_weight,full,none,low,20,fat_loss_low_impact
21,Male,192.2,139.0,keep_fit,arms,joints,normal,60,keep_fit_low_impact
53,Male,184.3,71.6,lose_weight,chest,joints,high,20,fat_loss_low_impact
63,Female,153.5,102.4,keep_fit,chest,none,normal,60,keep_fit_endurance
57,Female,179.4,112.8,keep_fit,full,none,normal,60,keep_fit_endurance
33,Male,166.0,78.5,keep_fit,legs,none,low,15,keep_fit_low_impact
64,Male,181.6,72.0,gain_mass,legs,none,low,30,muscle_low_impact
38,Male,197.7,83.6,lose_weight,full,joints,normal,10,fat_loss_low_impact
35,Male,173.8,128.4,lose_weight,abs,none,low,15,fat_loss_low_impact
74,Female,173.0,108.4,keep_fit,full,none,low,60,keep_fit_low_impact
34,Male,170.7,67.6,lose_weight,abs,none,low,30,fat_loss_low_impact
45,Male,184.9,109.5,keep_fit,abs,joints,low,20,keep_fit_low_impact
32,Female,179.8,77.3,gain_mass,legs,none,high,45,muscle_gym_progressive
49,Female,177.2,71.8,gain_mass,full,none,low,30,muscle_low_impact
75,Male,170.9,119.7,gain_mass,abs,none,normal,60,muscle_home_basic
20,Female,152.5,78.6,lose_weight,chest,none,normal,45,fat_loss_general
17,Female,183.1,69.7,gain_mass,arms,none,normal,15,kids_active_play_safe
21,Male,196.1,56.3,keep_fit,full,joints,normal,30,keep_fit_low_impact
79,Male,176.0,75.9,gain_mass,full,none,high,20,muscle_gym_progressive
63,Male,171.4,91.0,keep_fit,chest,none,low,30,keep_fit_low_impact
22,Female,167.9,106.4,keep_fit,chest,none,normal,15,keep_fit_balanced
67,Female,158.2,91.2,lose_weight,chest,none,low,60,fat_loss_low_impact
43,Male,161.2,66.9,gain_mass,full,none,high,45,muscle_gym_progressive
16,Female,176.7,82.8,gain_mass,full,joints,high,15,kids_active_play_safe
21,Male,174.9,128.7,keep_fit,legs,joints,low,45,keep_fit_low_impact
39,Female,167.1,76.4,gain_mass,legs,joints,low,45,muscle_low_impact
21,Male,190.2,134.0,lose_weight,abs,none,high,10,fat_loss_general
73,Female,178.6,117.7,lose_weight,abs,none,low,30,fat_loss_low_impact
44,Female,173.3,117.4,gain_mass,chest,joints,normal,45,muscle_low_impact
61,Male,169.1,62.1,lose_weight,arms,joints,high,45,fat_loss_low_impact
17,Male,199.7,138.9,gain_mass,full,none,normal,10,kids_active_play_safe
55,Female,158.4,78.1,gain_mass,full,none,normal,15,muscle_home_basic
53,Female,179.0,70.7,keep_fit,chest,none,high,30,keep_fit_endurance
43,Male,186.6,86.2,gain_mass,chest,joints,low,30,muscle_low_impact
43,Male,198.0,87.3,gain_mass,chest,none,normal,15,muscle_home_basic
66,Male,178.7,129.1,gain_mass,chest,none,normal,30,muscle_home_basic
48,Female,169.2,111.8,keep_fit,legs,none,low,10,keep_fit_low_impact
59,Female,151.4,113.7,lose_weight,arms,none,high,45,fat_loss_general
60,Male,175.5,101.9,lose_weight,arms,none,normal,10,fat_loss_general
42,Female,159.7,62.2,keep_fit,abs,joints,normal,30,keep_fit_low_impact
56,Female,175.6,82.2,lose_weight,legs,none,high,20,fat_loss_cardio_focus
29,Male,164.3,50.1,lose_weight,full,joints,low,30,fat_loss_low_impact
28,Male,180.2,89.9,keep_fit,full,none,normal,60,keep_fit_endurance
77,Female,152.1,63.3,gain_mass,arms,none,normal,45,muscle_home_basic
67,Male,161.9,93.2,lose_weight,abs,none,high,30,fat_loss_general
47,Male,164.4,119.6,keep_fit,chest,joints,normal,60,keep_fit_low_impact
73,Female,181.5,47.1,keep_fit,legs,none,high,15,keep_fit_endurance
43,Male,166.7,105.7,lose_weight,legs,joints,normal,20,fat_loss_low_impact
23,Male,170.5,57.5,keep_fit,arms,none,normal,45,keep_fit_endurance
72,Male,200.0,114.1,gain_mass,arms,joints,high,60,muscle_low_impact
80,Male,179.7,111.3,lose_weight,arms,none,normal,15,fat_loss_general
